Model,Task,Noise_Type,Noise_Level,Seed,accuracy_gap,dp_diff,Acc_Black,Acc_East Asian,Acc_Indian,Acc_Latino_Hispanic,Acc_Middle Eastern,Acc_Southeast Asian,Acc_White,Acc_female,Acc_male,Acc_0-2,Acc_10-19,Acc_20-29,Acc_3-9,Acc_30-39,Acc_40-49,Acc_50-59,Acc_60-69,Acc_70+
Baseline,race,clean,0,0,0.0907,,0.5299,0.3857,0.3506,0.2745,0.1391,0.2683,0.5746,,,,,,,,,,,
Baseline,race,cutout,1,0,0.0381,,0.6194,0.4357,0.2987,0.3072,0.2957,0.2195,0.4917,,,,,,,,,,,
Baseline,race,cutout,2,0,0.0408,,0.5746,0.4357,0.3182,0.3268,0.2957,0.2033,0.5304,,,,,,,,,,,
Baseline,race,cutout,3,0,0.0951,,0.5821,0.3857,0.2597,0.3072,0.3478,0.2683,0.5580,,,,,,,,,,,
Baseline,race,defocus,1,0,0.0618,,0.5299,0.3357,0.2143,0.2418,0.0957,0.2276,0.6851,,,,,,,,,,,
Baseline,race,defocus,2,0,0.0830,,0.6343,0.1000,0.1429,0.1569,0.0348,0.0488,0.6906,,,,,,,,,,,
Baseline,race,defocus,3,0,0.0759,,0.5672,0.0071,0.2208,0.0654,0.0174,0.0000,0.8177,,,,,,,,,,,
Baseline,race,gaussian,1,0,0.0091,,0.7537,0.1357,0.1948,0.1830,0.2174,0.0163,0.4309,,,,,,,,,,,
Baseline,race,gaussian,2,0,0.0514,,0.5075,0.2000,0.4091,0.0654,0.2783,0.0325,0.2597,,,,,,,,,,,
Baseline,race,gaussian,3,0,0.0068,,0.2463,0.1857,0.3831,0.0392,0.4174,0.1057,0.1713,,,,,,,,,,,
Baseline,race,glass,1,0,0.0745,,0.5448,0.3071,0.3961,0.3203,0.1913,0.2683,0.5967,,,,,,,,,,,
Baseline,race,glass,2,0,0.0801,,0.4328,0.3357,0.3831,0.2222,0.1652,0.1789,0.5414,,,,,,,,,,,
Baseline,race,glass,3,0,0.0588,,0.4925,0.2500,0.2662,0.2549,0.1217,0.2033,0.5912,,,,,,,,,,,
Baseline,race,impulse,1,0,0.0300,,0.1343,0.2643,0.3896,0.1176,0.1043,0.1870,0.4917,,,,,,,,,,,
Baseline,race,impulse,2,0,0.0240,,0.0970,0.3071,0.3506,0.1242,0.0609,0.3577,0.3370,,,,,,,,,,,
Baseline,race,impulse,3,0,0.0308,,0.0672,0.2071,0.2922,0.0523,0.0435,0.4715,0.2486,,,,,,,,,,,
Baseline,race,jpeg,1,0,0.0926,,0.5224,0.3857,0.3506,0.2745,0.1391,0.2683,0.5746,,,,,,,,,,,
Baseline,race,jpeg,2,0,0.0054,,0.3806,0.3500,0.5065,0.2745,0.1043,0.0813,0.5635,,,,,,,,,,,
Baseline,race,jpeg,3,0,0.0775,,0.2985,0.1214,0.4675,0.0850,0.0348,0.0081,0.6685,,,,,,,,,,,
Baseline,race,shot,1,0,0.0178,,0.7164,0.2071,0.2403,0.1830,0.2348,0.0488,0.4475,,,,,,,,,,,
Baseline,race,shot,2,0,0.0098,,0.4776,0.1286,0.5195,0.1176,0.3043,0.0650,0.2707,,,,,,,,,,,
Baseline,race,shot,3,0,0.0112,,0.2015,0.1500,0.4156,0.0196,0.3652,0.0732,0.2044,,,,,,,,,,,
Baseline,race,clean,0,1,0.0217,,0.5149,0.3857,0.3766,0.2418,0.1826,0.1951,0.5801,,,,,,,,,,,
Baseline,race,cutout,1,1,0.0282,,0.5597,0.4857,0.3377,0.2549,0.3304,0.1626,0.5304,,,,,,,,,,,
Baseline,race,cutout,2,1,0.0167,,0.5299,0.5571,0.2922,0.2941,0.3391,0.1707,0.5138,,,,,,,,,,,
Baseline,race,cutout,3,1,0.0676,,0.5224,0.5214,0.2208,0.3137,0.4000,0.1626,0.5028,,,,,,,,,,,
Baseline,race,defocus,1,1,0.0591,,0.4925,0.2357,0.2922,0.2222,0.0870,0.2520,0.7017,,,,,,,,,,,
Baseline,race,defocus,2,1,0.0417,,0.5672,0.0500,0.3052,0.0458,0.0783,0.0813,0.7238,,,,,,,,,,,
Baseline,race,defocus,3,1,0.0282,,0.4925,0.0000,0.3961,0.0196,0.0435,0.0163,0.7624,,,,,,,,,,,
Baseline,race,gaussian,1,1,0.0013,,0.6119,0.2643,0.1169,0.2418,0.3826,0.0732,0.3204,,,,,,,,,,,
Baseline,race,gaussian,2,1,0.0068,,0.5149,0.2500,0.1948,0.1242,0.4000,0.1220,0.1878,,,,,,,,,,,
Baseline,race,gaussian,3,1,0.0423,,0.2836,0.1786,0.1429,0.0588,0.1565,0.4472,0.1547,,,,,,,,,,,
Baseline,race,glass,1,1,0.0498,,0.5522,0.3143,0.4091,0.2614,0.2348,0.2195,0.5138,,,,,,,,,,,
Baseline,race,glass,2,1,0.0324,,0.5224,0.4214,0.3506,0.1961,0.2261,0.1220,0.4807,,,,,,,,,,,
Baseline,race,glass,3,1,0.0679,,0.5299,0.2429,0.3117,0.2092,0.1391,0.1626,0.5470,,,,,,,,,,,
Baseline,race,impulse,1,1,0.0155,,0.1866,0.1643,0.2143,0.1373,0.4696,0.3577,0.1657,,,,,,,,,,,
Baseline,race,impulse,2,1,0.0062,,0.1269,0.1571,0.1494,0.0654,0.4261,0.5122,0.0608,,,,,,,,,,,
Baseline,race,impulse,3,1,0.0319,,0.0970,0.0786,0.1364,0.0327,0.4000,0.5610,0.0773,,,,,,,,,,,
Baseline,race,jpeg,1,1,0.0217,,0.5149,0.3857,0.3766,0.2418,0.1826,0.1951,0.5801,,,,,,,,,,,
Baseline,race,jpeg,2,1,0.0287,,0.3731,0.3643,0.4610,0.2484,0.0783,0.0813,0.6685,,,,,,,,,,,
Baseline,race,jpeg,3,1,0.0304,,0.3284,0.1857,0.3636,0.0980,0.0783,0.0163,0.7790,,,,,,,,,,,
Baseline,race,shot,1,1,0.0218,,0.6119,0.2643,0.1494,0.2157,0.3478,0.0813,0.3757,,,,,,,,,,,
Baseline,race,shot,2,1,0.0302,,0.5075,0.2143,0.2143,0.1307,0.3217,0.1545,0.2873,,,,,,,,,,,
Baseline,race,shot,3,1,0.0367,,0.2910,0.1571,0.1104,0.0588,0.2261,0.3821,0.2099,,,,,,,,,,,
Baseline,race,clean,0,2,0.0577,,0.5522,0.3643,0.3896,0.2353,0.2087,0.2520,0.5912,,,,,,,,,,,
Baseline,race,cutout,1,2,0.0336,,0.5746,0.4214,0.3182,0.2026,0.3391,0.1707,0.5912,,,,,,,,,,,
Baseline,race,cutout,2,2,0.0223,,0.5522,0.4500,0.3312,0.2222,0.3739,0.1870,0.5580,,,,,,,,,,,
Baseline,race,cutout,3,2,0.0577,,0.5522,0.4571,0.2987,0.2484,0.3652,0.1870,0.5304,,,,,,,,,,,
Baseline,race,defocus,1,2,0.0480,,0.5075,0.3143,0.2273,0.1830,0.1391,0.2439,0.6409,,,,,,,,,,,
Baseline,race,defocus,2,2,0.0431,,0.5746,0.0500,0.1558,0.1242,0.2696,0.0813,0.6298,,,,,,,,,,,
Baseline,race,defocus,3,2,0.0202,,0.5224,0.0000,0.2987,0.0261,0.2261,0.0163,0.7017,,,,,,,,,,,
Baseline,race,gaussian,1,2,0.0167,,0.5896,0.1143,0.2403,0.1307,0.4957,0.0163,0.3757,,,,,,,,,,,
Baseline,race,gaussian,2,2,0.0016,,0.3507,0.0429,0.4416,0.0523,0.5565,0.0244,0.3591,,,,,,,,,,,
Baseline,race,gaussian,3,2,0.0316,,0.1567,0.0214,0.3312,0.0196,0.4609,0.2520,0.1989,,,,,,,,,,,
Baseline,race,glass,1,2,0.0606,,0.5746,0.2857,0.4610,0.2810,0.2783,0.2276,0.5470,,,,,,,,,,,
Baseline,race,glass,2,2,0.0896,,0.4851,0.3643,0.4156,0.2157,0.2087,0.1057,0.5470,,,,,,,,,,,
Baseline,race,glass,3,2,0.0906,,0.5672,0.2214,0.2922,0.2549,0.1739,0.1789,0.5083,,,,,,,,,,,
Baseline,race,impulse,1,2,0.0033,,0.1493,0.0786,0.4091,0.1111,0.4783,0.1545,0.1934,,,,,,,,,,,
Baseline,race,impulse,2,2,0.0292,,0.1045,0.0500,0.3377,0.0719,0.5391,0.2602,0.1271,,,,,,,,,,,
Baseline,race,impulse,3,2,0.0405,,0.0896,0.0286,0.2338,0.0261,0.4957,0.4228,0.0552,,,,,,,,,,,
Baseline,race,jpeg,1,2,0.0537,,0.5522,0.3643,0.3831,0.2353,0.2087,0.2520,0.5967,,,,,,,,,,,
Baseline,race,jpeg,2,2,0.0454,,0.2463,0.2214,0.7662,0.1830,0.1130,0.0813,0.5304,,,,,,,,,,,
Baseline,race,jpeg,3,2,0.0251,,0.1418,0.0500,0.7468,0.0980,0.0609,0.0000,0.5691,,,,,,,,,,,
Baseline,race,shot,1,2,0.0246,,0.5672,0.1571,0.2468,0.1307,0.4348,0.0244,0.4696,,,,,,,,,,,
Baseline,race,shot,2,2,0.0089,,0.3881,0.0500,0.4221,0.0980,0.5565,0.0650,0.3867,,,,,,,,,,,
Baseline,race,shot,3,2,0.0009,,0.1642,0.0143,0.2338,0.0196,0.4696,0.2195,0.2320,,,,,,,,,,,
Baseline,race,clean,0,3,0.0322,,0.5373,0.4000,0.3961,0.2549,0.2348,0.2358,0.5746,,,,,,,,,,,
Baseline,race,cutout,1,3,0.0554,,0.6119,0.3929,0.2987,0.3987,0.2000,0.2439,0.5525,,,,,,,,,,,
Baseline,race,cutout,2,3,0.0070,,0.5149,0.3929,0.3442,0.3660,0.2783,0.2276,0.5635,,,,,,,,,,,
Baseline,race,cutout,3,3,0.0664,,0.5224,0.3714,0.3052,0.3072,0.2348,0.2846,0.5193,,,,,,,,,,,
Baseline,race,defocus,1,3,0.0733,,0.5149,0.3214,0.2403,0.1765,0.1826,0.2520,0.6464,,,,,,,,,,,
Baseline,race,defocus,2,3,0.0177,,0.5970,0.0786,0.1688,0.1373,0.1826,0.1301,0.6188,,,,,,,,,,,
Baseline,race,defocus,3,3,0.0393,,0.5373,0.0143,0.2403,0.0784,0.1130,0.0488,0.6906,,,,,,,,,,,
Baseline,race,gaussian,1,3,0.0199,,0.7015,0.1571,0.0779,0.3268,0.3217,0.0488,0.2873,,,,,,,,,,,
Baseline,race,gaussian,2,3,0.0286,,0.4851,0.1571,0.0714,0.2418,0.3304,0.2114,0.1713,,,,,,,,,,,
Baseline,race,gaussian,3,3,0.0410,,0.1493,0.0786,0.0390,0.0784,0.1043,0.7561,0.0773,,,,,,,,,,,
Baseline,race,glass,1,3,0.0589,,0.5597,0.3214,0.3896,0.2680,0.2435,0.2276,0.5470,,,,,,,,,,,
Baseline,race,glass,2,3,0.0393,,0.4627,0.3500,0.4091,0.1961,0.2174,0.1382,0.5635,,,,,,,,,,,
Baseline,race,glass,3,3,0.0406,,0.5000,0.2286,0.2727,0.2288,0.1913,0.1626,0.5967,,,,,,,,,,,
Baseline,race,impulse,1,3,0.0131,,0.0970,0.2786,0.3442,0.2026,0.2087,0.3008,0.2044,,,,,,,,,,,
Baseline,race,impulse,2,3,0.0097,,0.1269,0.2500,0.2013,0.1961,0.2174,0.4309,0.1768,,,,,,,,,,,
Baseline,race,impulse,3,3,0.0146,,0.1194,0.1286,0.0974,0.1046,0.1913,0.5935,0.1215,,,,,,,,,,,
Baseline,race,jpeg,1,3,0.0322,,0.5373,0.4000,0.3961,0.2549,0.2348,0.2358,0.5746,,,,,,,,,,,
Baseline,race,jpeg,2,3,0.0455,,0.3881,0.3000,0.5195,0.2810,0.1217,0.0732,0.5746,,,,,,,,,,,
Baseline,race,jpeg,3,3,0.0120,,0.3134,0.1714,0.5065,0.1569,0.1130,0.0163,0.5912,,,,,,,,,,,
Baseline,race,shot,1,3,0.0017,,0.6418,0.1714,0.0779,0.2680,0.2609,0.0894,0.3757,,,,,,,,,,,
Baseline,race,shot,2,3,0.0090,,0.5522,0.1357,0.1299,0.2680,0.3304,0.2927,0.2099,,,,,,,,,,,
Baseline,race,shot,3,3,0.0381,,0.2612,0.0786,0.1234,0.1046,0.1304,0.6423,0.0994,,,,,,,,,,,
Baseline,race,clean,0,4,0.0584,,0.5224,0.3929,0.3052,0.2418,0.2348,0.2195,0.6022,,,,,,,,,,,
Baseline,race,cutout,1,4,0.0105,,0.4701,0.4071,0.3442,0.3333,0.4000,0.2195,0.5193,,,,,,,,,,,
Baseline,race,cutout,2,4,0.0226,,0.4701,0.4357,0.3701,0.2745,0.4087,0.1870,0.5414,,,,,,,,,,,
Baseline,race,cutout,3,4,0.0169,,0.4403,0.4143,0.3182,0.2549,0.4783,0.2358,0.5801,,,,,,,,,,,
Baseline,race,defocus,1,4,0.0283,,0.4552,0.3357,0.3247,0.1830,0.1565,0.2195,0.6906,,,,,,,,,,,
Baseline,race,defocus,2,4,0.0105,,0.2612,0.1071,0.5455,0.0980,0.1739,0.0488,0.5691,,,,,,,,,,,
Baseline,race,defocus,3,4,0.0388,,0.1716,0.0214,0.5974,0.0654,0.1391,0.0000,0.6022,,,,,,,,,,,
Baseline,race,gaussian,1,4,0.0020,,0.6567,0.1500,0.1234,0.2810,0.3913,0.0569,0.2818,,,,,,,,,,,
Baseline,race,gaussian,2,4,0.0216,,0.4104,0.1286,0.1818,0.1634,0.5391,0.1301,0.2320,,,,,,,,,,,
Baseline,race,gaussian,3,4,0.0227,,0.2015,0.0786,0.0584,0.1046,0.4174,0.3659,0.1436,,,,,,,,,,,
Baseline,race,glass,1,4,0.0748,,0.5746,0.2571,0.3831,0.2549,0.2087,0.2114,0.5414,,,,,,,,,,,
Baseline,race,glass,2,4,0.0572,,0.5373,0.3214,0.3701,0.2092,0.2435,0.1301,0.5359,,,,,,,,,,,
Baseline,race,glass,3,4,0.0427,,0.5075,0.2857,0.3506,0.1895,0.1739,0.1707,0.5249,,,,,,,,,,,
Baseline,race,impulse,1,4,0.0434,,0.0746,0.0571,0.3766,0.1569,0.3913,0.1870,0.3536,,,,,,,,,,,
Baseline,race,impulse,2,4,0.0579,,0.1194,0.0357,0.2662,0.0719,0.4348,0.3821,0.2320,,,,,,,,,,,
Baseline,race,impulse,3,4,0.0442,,0.0821,0.0071,0.1558,0.0588,0.3826,0.4959,0.1492,,,,,,,,,,,
Baseline,race,jpeg,1,4,0.0581,,0.5149,0.3929,0.3052,0.2418,0.2348,0.2114,0.6022,,,,,,,,,,,
Baseline,race,jpeg,2,4,0.0156,,0.2164,0.2786,0.6948,0.1242,0.1217,0.0650,0.6077,,,,,,,,,,,
Baseline,race,jpeg,3,4,0.0214,,0.1791,0.1429,0.6039,0.0458,0.1304,0.0081,0.6906,,,,,,,,,,,
Baseline,race,shot,1,4,0.0037,,0.6045,0.1714,0.1429,0.3529,0.3391,0.0732,0.3260,,,,,,,,,,,
Baseline,race,shot,2,4,0.0133,,0.4104,0.1000,0.2013,0.2810,0.4261,0.2195,0.2707,,,,,,,,,,,
Baseline,race,shot,3,4,0.0339,,0.2313,0.0643,0.1039,0.0980,0.3739,0.4228,0.2320,,,,,,,,,,,
Baseline,gender,clean,0,0,0.1426,0.2328,,,,,,,,0.6972,0.7891,,,,,,,,,
Baseline,gender,cutout,1,0,0.2116,0.3102,,,,,,,,0.7868,0.6817,,,,,,,,,
Baseline,gender,cutout,2,0,0.1290,0.3270,,,,,,,,0.7591,0.7194,,,,,,,,,
Baseline,gender,cutout,3,0,0.1761,0.2451,,,,,,,,0.7612,0.7194,,,,,,,,,
Baseline,gender,defocus,1,0,0.1545,0.2914,,,,,,,,0.6226,0.7533,,,,,,,,,
Baseline,gender,defocus,2,0,0.1608,0.1354,,,,,,,,0.4691,0.7872,,,,,,,,,
Baseline,gender,defocus,3,0,0.1417,0.1429,,,,,,,,0.3881,0.7853,,,,,,,,,
Baseline,gender,gaussian,1,0,0.1066,0.1975,,,,,,,,0.5757,0.7081,,,,,,,,,
Baseline,gender,gaussian,2,0,0.1424,0.1798,,,,,,,,0.4925,0.7495,,,,,,,,,
Baseline,gender,gaussian,3,0,0.1793,0.1628,,,,,,,,0.2921,0.8701,,,,,,,,,
Baseline,gender,glass,1,0,0.1165,0.2827,,,,,,,,0.7292,0.7665,,,,,,,,,
Baseline,gender,glass,2,0,0.0725,0.2869,,,,,,,,0.6802,0.6855,,,,,,,,,
Baseline,gender,glass,3,0,0.1900,0.2612,,,,,,,,0.5800,0.7420,,,,,,,,,
Baseline,gender,impulse,1,0,0.1690,0.1379,,,,,,,,0.8699,0.3013,,,,,,,,,
Baseline,gender,impulse,2,0,0.0631,0.1273,,,,,,,,0.7100,0.4670,,,,,,,,,
Baseline,gender,impulse,3,0,0.1307,0.1806,,,,,,,,0.4883,0.6648,,,,,,,,,
Baseline,gender,jpeg,1,0,0.1339,0.2241,,,,,,,,0.6951,0.7872,,,,,,,,,
Baseline,gender,jpeg,2,0,0.1403,0.1908,,,,,,,,0.5075,0.8889,,,,,,,,,
Baseline,gender,jpeg,3,0,0.1618,0.2032,,,,,,,,0.5394,0.8041,,,,,,,,,
Baseline,gender,shot,1,0,0.1098,0.2625,,,,,,,,0.6333,0.6780,,,,,,,,,
Baseline,gender,shot,2,0,0.1432,0.1736,,,,,,,,0.5501,0.7006,,,,,,,,,
Baseline,gender,shot,3,0,0.1736,0.1866,,,,,,,,0.3518,0.8399,,,,,,,,,
Baseline,gender,clean,0,1,0.1432,0.3007,,,,,,,,0.7058,0.8004,,,,,,,,,
Baseline,gender,cutout,1,1,0.1743,0.3188,,,,,,,,0.7783,0.7062,,,,,,,,,
Baseline,gender,cutout,2,1,0.1047,0.3101,,,,,,,,0.7825,0.7213,,,,,,,,,
Baseline,gender,cutout,3,1,0.1348,0.2614,,,,,,,,0.7761,0.7250,,,,,,,,,
Baseline,gender,defocus,1,1,0.1060,0.2258,,,,,,,,0.6162,0.7872,,,,,,,,,
Baseline,gender,defocus,2,1,0.1090,0.1405,,,,,,,,0.5544,0.7043,,,,,,,,,
Baseline,gender,defocus,3,1,0.1588,0.1281,,,,,,,,0.4840,0.7062,,,,,,,,,
Baseline,gender,gaussian,1,1,0.0812,0.1926,,,,,,,,0.6013,0.7062,,,,,,,,,
Baseline,gender,gaussian,2,1,0.1116,0.3026,,,,,,,,0.5053,0.7608,,,,,,,,,
Baseline,gender,gaussian,3,1,0.1315,0.1579,,,,,,,,0.3390,0.8060,,,,,,,,,
Baseline,gender,glass,1,1,0.1556,0.2984,,,,,,,,0.6994,0.7665,,,,,,,,,
Baseline,gender,glass,2,1,0.0980,0.3432,,,,,,,,0.7292,0.6535,,,,,,,,,
Baseline,gender,glass,3,1,0.1224,0.2194,,,,,,,,0.5565,0.7759,,,,,,,,,
Baseline,gender,impulse,1,1,0.2343,0.1351,,,,,,,,0.9168,0.2298,,,,,,,,,
Baseline,gender,impulse,2,1,0.1255,0.1986,,,,,,,,0.7740,0.3729,,,,,,,,,
Baseline,gender,impulse,3,1,0.1231,0.1567,,,,,,,,0.5650,0.5725,,,,,,,,,
Baseline,gender,jpeg,1,1,0.1432,0.3007,,,,,,,,0.7058,0.8023,,,,,,,,,
Baseline,gender,jpeg,2,1,0.1398,0.1426,,,,,,,,0.4840,0.9021,,,,,,,,,
Baseline,gender,jpeg,3,1,0.1413,0.1086,,,,,,,,0.4392,0.8795,,,,,,,,,
Baseline,gender,shot,1,1,0.0655,0.2020,,,,,,,,0.6930,0.6234,,,,,,,,,
Baseline,gender,shot,2,1,0.0684,0.2362,,,,,,,,0.6482,0.6422,,,,,,,,,
Baseline,gender,shot,3,1,0.1176,0.1810,,,,,,,,0.4499,0.7627,,,,,,,,,
Baseline,gender,clean,0,2,0.1855,0.3094,,,,,,,,0.7015,0.8060,,,,,,,,,
Baseline,gender,cutout,1,2,0.1864,0.3455,,,,,,,,0.7676,0.7439,,,,,,,,,
Baseline,gender,cutout,2,2,0.1108,0.3031,,,,,,,,0.7591,0.7476,,,,,,,,,
Baseline,gender,cutout,3,2,0.1724,0.2636,,,,,,,,0.7719,0.7533,,,,,,,,,
Baseline,gender,defocus,1,2,0.1284,0.2235,,,,,,,,0.6119,0.7665,,,,,,,,,
Baseline,gender,defocus,2,2,0.1112,0.1696,,,,,,,,0.5629,0.7043,,,,,,,,,
Baseline,gender,defocus,3,2,0.1922,0.1161,,,,,,,,0.5565,0.6685,,,,,,,,,
Baseline,gender,gaussian,1,2,0.0955,0.1627,,,,,,,,0.6823,0.5989,,,,,,,,,
Baseline,gender,gaussian,2,2,0.1972,0.1688,,,,,,,,0.6567,0.5706,,,,,,,,,
Baseline,gender,gaussian,3,2,0.1792,0.1401,,,,,,,,0.4243,0.7778,,,,,,,,,
Baseline,gender,glass,1,2,0.1836,0.2723,,,,,,,,0.7313,0.7458,,,,,,,,,
